customer_id,customer_name,action,reason,priority,expected_value
13482,Customer 13482,Retention outreach,No purchase for 232 days,High,132.16
16148,Customer 16148,Retention outreach,No purchase for 296 days,High,132.05
14271,Customer 14271,Retention outreach,No purchase for 226 days,High,131.98
17536,Customer 17536,Retention outreach,No purchase for 177 days,High,131.91
14100,Customer 14100,Retention outreach,No purchase for 138 days,High,131.77
14314,Customer 14314,Retention outreach,No purchase for 107 days,High,131.67
13400,Customer 13400,Retention outreach,No purchase for 583 days,High,131.66
16089,Customer 16089,Retention outreach,No purchase for 386 days,High,131.43
17542,Customer 17542,Retention outreach,No purchase for 270 days,High,131.43
13399,Customer 13399,Retention outreach,No purchase for 464 days,High,130.79
17518,Customer 17518,Retention outreach,No purchase for 426 days,High,130.79
15042,Customer 15042,Retention outreach,No purchase for 199 days,High,130.7
17012,Customer 17012,Retention outreach,No purchase for 725 days,High,130.67
16760,Customer 16760,Retention outreach,No purchase for 430 days,High,130.63
17077,Customer 17077,Retention outreach,No purchase for 578 days,High,130.51
13568,Customer 13568,Retention outreach,No purchase for 173 days,High,130.39
15543,Customer 15543,Retention outreach,No purchase for 288 days,High,130.37
16286,Customer 16286,Retention outreach,No purchase for 477 days,High,130.18
15909,Customer 15909,Retention outreach,No purchase for 174 days,High,129.77
18238,Customer 18238,Retention outreach,No purchase for 515 days,High,129.66
15770,Customer 15770,Retention outreach,No purchase for 613 days,High,129.5
17488,Customer 17488,Retention outreach,No purchase for 641 days,High,129.43
15412,Customer 15412,Retention outreach,No purchase for 171 days,High,128.82
17577,Customer 17577,Retention outreach,No purchase for 645 days,High,128.73
17804,Customer 17804,Retention outreach,No purchase for 376 days,High,128.73
12941,Customer 12941,Retention outreach,No purchase for 724 days,High,128.58
13826,Customer 13826,Retention outreach,No purchase for 176 days,High,128.12
14545,Customer 14545,Retention outreach,No purchase for 674 days,High,127.77
18162,Customer 18162,Retention outreach,No purchase for 732 days,High,127.74
14989,Customer 14989,Retention outreach,No purchase for 662 days,High,127.73
17945,Customer 17945,Retention outreach,No purchase for 697 days,High,127.67
14957,Customer 14957,Retention outreach,No purchase for 253 days,High,127.6
14697,Customer 14697,Retention outreach,No purchase for 218 days,High,127.52
15869,Customer 15869,Retention outreach,No purchase for 277 days,High,127.47
17780,Customer 17780,Retention outreach,No purchase for 667 days,High,127.23
17781,Customer 17781,Retention outreach,No purchase for 159 days,High,127.12
13861,Customer 13861,Retention outreach,No purchase for 429 days,High,127.08
13033,Customer 13033,Retention outreach,No purchase for 357 days,High,126.66
18013,Customer 18013,Retention outreach,No purchase for 155 days,High,126.63
16273,Customer 16273,Retention outreach,No purchase for 648 days,High,126.31
14832,Customer 14832,Retention outreach,No purchase for 630 days,High,126.29
17743,Customer 17743,Retention outreach,No purchase for 448 days,High,126.06
13250,Customer 13250,Retention outreach,No purchase for 461 days,High,125.7
12641,Customer 12641,Retention outreach,No purchase for 115 days,High,125.69
13010,Customer 13010,Retention outreach,No purchase for 374 days,High,125.61
17574,Customer 17574,Retention outreach,No purchase for 243 days,High,125.52
13545,Customer 13545,Retention outreach,No purchase for 391 days,High,125.19
16097,Customer 16097,Retention outreach,No purchase for 240 days,High,125.11
13423,Customer 13423,Retention outreach,No purchase for 429 days,High,124.93
15490,Customer 15490,Retention outreach,No purchase for 430 days,High,124.68
15989,Customer 15989,Retention outreach,No purchase for 376 days,High,124.65
13625,Customer 13625,Retention outreach,No purchase for 597 days,High,124.61
18199,Customer 18199,Retention outreach,No purchase for 684 days,High,124.47
14405,Customer 14405,Retention outreach,No purchase for 387 days,High,124.43
14363,Customer 14363,Retention outreach,No purchase for 402 days,High,124.28
14059,Customer 14059,Retention outreach,No purchase for 267 days,High,124.13
14278,Customer 14278,Retention outreach,No purchase for 410 days,High,123.97
13346,Customer 13346,Retention outreach,No purchase for 463 days,High,123.84
14791,Customer 14791,Retention outreach,No purchase for 607 days,High,123.53
17026,Customer 17026,Retention outreach,No purchase for 185 days,High,123.46
12927,Customer 12927,Retention outreach,No purchase for 395 days,High,123.35
17283,Customer 17283,Retention outreach,No purchase for 379 days,High,122.79
15454,Customer 15454,Retention outreach,No purchase for 362 days,High,122.75
17439,Customer 17439,Retention outreach,No purchase for 656 days,High,122.62
15391,Customer 15391,Retention outreach,No purchase for 584 days,High,122.36
15292,Customer 15292,Retention outreach,No purchase for 201 days,High,122.33
12869,Customer 12869,Retention outreach,No purchase for 682 days,High,122.27
12400,Customer 12400,Retention outreach,No purchase for 414 days,High,122.13
18253,Customer 18253,Retention outreach,No purchase for 643 days,High,122.08
17057,Customer 17057,Retention outreach,No purchase for 596 days,High,121.92
16543,Customer 16543,Retention outreach,No purchase for 592 days,High,121.89
13671,Customer 13671,Retention outreach,No purchase for 395 days,High,121.88
12622,Customer 12622,Retention outreach,No purchase for 232 days,High,121.77
15374,Customer 15374,Retention outreach,No purchase for 129 days,High,121.43
14122,Customer 14122,Retention outreach,No purchase for 406 days,High,121.27
15378,Customer 15378,Retention outreach,No purchase for 463 days,High,121.26
16585,Customer 16585,Retention outreach,No purchase for 594 days,High,121.2
15895,Customer 15895,Retention outreach,No purchase for 150 days,High,121.14
17309,Customer 17309,Retention outreach,No purchase for 95 days,High,121.12
14436,Customer 14436,Retention outreach,No purchase for 99 days,High,121.11
14705,Customer 14705,Retention outreach,No purchase for 199 days,High,121.02
15139,Customer 15139,Retention outreach,No purchase for 240 days,High,120.99
16733,Customer 16733,Retention outreach,No purchase for 530 days,High,120.99
15512,Customer 15512,Retention outreach,No purchase for 156 days,High,120.95
16890,Customer 16890,Retention outreach,No purchase for 477 days,High,120.89
17820,Customer 17820,Retention outreach,No purchase for 374 days,High,120.88
17879,Customer 17879,Retention outreach,No purchase for 174 days,High,120.7
15852,Customer 15852,Retention outreach,No purchase for 187 days,High,120.55
17660,Customer 17660,Retention outreach,No purchase for 141 days,High,120.28
13234,Customer 13234,Retention outreach,No purchase for 673 days,High,120.26
14445,Customer 14445,Retention outreach,No purchase for 456 days,High,120.03
16403,Customer 16403,Retention outreach,No purchase for 312 days,High,120.01
13618,Customer 13618,Retention outreach,No purchase for 174 days,High,119.9
13072,Customer 13072,Retention outreach,No purchase for 267 days,High,119.77
14843,Customer 14843,Retention outreach,No purchase for 437 days,High,119.69
12509,Customer 12509,Retention outreach,No purchase for 284 days,High,119.33
14153,Customer 14153,Retention outreach,No purchase for 483 days,High,119.08
15445,Customer 15445,Retention outreach,No purchase for 264 days,High,118.88
14835,Customer 14835,Retention outreach,No purchase for 529 days,High,118.68
16144,Customer 16144,Retention outreach,No purchase for 247 days,High,118.45
17331,Customer 17331,Retention outreach,No purchase for 124 days,High,118.45
12686,Customer 12686,Retention outreach,No purchase for 372 days,High,118.35
17278,Customer 17278,Retention outreach,No purchase for 241 days,High,118.34
14241,Customer 14241,Retention outreach,No purchase for 184 days,High,118.23
16452,Customer 16452,Retention outreach,No purchase for 631 days,High,118.2
18010,Customer 18010,Retention outreach,No purchase for 257 days,High,118.18
14137,Customer 14137,Retention outreach,No purchase for 696 days,High,118.04
16192,Customer 16192,Retention outreach,No purchase for 736 days,High,117.87
14070,Customer 14070,Retention outreach,No purchase for 685 days,High,117.72
15729,Customer 15729,Retention outreach,No purchase for 213 days,High,117.7
15085,Customer 15085,Retention outreach,No purchase for 730 days,High,117.57
13290,Customer 13290,Retention outreach,No purchase for 438 days,High,117.36
14992,Customer 14992,Retention outreach,No purchase for 442 days,High,117.34
14635,Customer 14635,Retention outreach,No purchase for 454 days,High,117.07
17833,Customer 17833,Retention outreach,No purchase for 723 days,High,116.77
12898,Customer 12898,Retention outreach,No purchase for 464 days,High,116.35
15354,Customer 15354,Retention outreach,No purchase for 603 days,High,116.28
14536,Customer 14536,Retention outreach,No purchase for 260 days,High,116.15
17497,Customer 17497,Retention outreach,No purchase for 390 days,High,116.1
16490,Customer 16490,Retention outreach,No purchase for 436 days,High,116.08
17803,Customer 17803,Retention outreach,No purchase for 392 days,High,116.03
16562,Customer 16562,Retention outreach,No purchase for 477 days,High,115.89
17292,Customer 17292,Retention outreach,No purchase for 472 days,High,115.7
12665,Customer 12665,Retention outreach,No purchase for 325 days,High,115.59
17776,Customer 17776,Retention outreach,No purchase for 387 days,High,115.48
14783,Customer 14783,Retention outreach,No purchase for 659 days,High,114.98
17721,Customer 17721,Retention outreach,No purchase for 659 days,High,114.95
16559,Customer 16559,Retention outreach,No purchase for 397 days,High,114.91
16615,Customer 16615,Retention outreach,No purchase for 626 days,High,114.81
17207,Customer 17207,Retention outreach,No purchase for 652 days,High,114.67
18004,Customer 18004,Retention outreach,No purchase for 362 days,High,114.58
15682,Customer 15682,Retention outreach,No purchase for 599 days,High,114.23
17296,Customer 17296,Retention outreach,No purchase for 730 days,High,114.23
17367,Customer 17367,Retention outreach,No purchase for 238 days,High,113.86
13307,Customer 13307,Retention outreach,No purchase for 120 days,High,113.83
18099,Customer 18099,Retention outreach,No purchase for 127 days,High,113.79
17036,Customer 17036,Retention outreach,No purchase for 383 days,High,113.76
13556,Customer 13556,Retention outreach,No purchase for 429 days,High,113.74
14728,Customer 14728,Retention outreach,No purchase for 413 days,High,113.68
18254,Customer 18254,Retention outreach,No purchase for 581 days,High,113.67
13080,Customer 13080,Retention outreach,No purchase for 179 days,High,113.65
12551,Customer 12551,Retention outreach,No purchase for 358 days,High,113.58
16453,Customer 16453,Retention outreach,No purchase for 531 days,High,113.22
13628,Customer 13628,Retention outreach,No purchase for 676 days,High,113.13
16405,Customer 16405,Retention outreach,No purchase for 302 days,High,113.08
14617,Customer 14617,Retention outreach,No purchase for 403 days,High,113.07
13773,Customer 13773,Retention outreach,No purchase for 397 days,High,112.82
14876,Customer 14876,Retention outreach,No purchase for 521 days,High,112.8
14774,Customer 14774,Retention outreach,No purchase for 529 days,High,112.71
18186,Customer 18186,Retention outreach,No purchase for 723 days,High,112.57
17907,Customer 17907,Retention outreach,No purchase for 641 days,High,112.4
15688,Customer 15688,Retention outreach,No purchase for 419 days,High,112.32
13387,Customer 13387,Retention outreach,No purchase for 417 days,High,111.92
17261,Customer 17261,Retention outreach,No purchase for 510 days,High,111.58
13470,Customer 13470,Retention outreach,No purchase for 99 days,High,111.56
15316,Customer 15316,Retention outreach,No purchase for 327 days,High,111.56
17808,Customer 17808,Retention outreach,No purchase for 549 days,High,111.44
16640,Customer 16640,Retention outreach,No purchase for 398 days,High,111.31
15878,Customer 15878,Retention outreach,No purchase for 562 days,High,111.28
17072,Customer 17072,Retention outreach,No purchase for 625 days,High,111.26
17535,Customer 17535,Retention outreach,No purchase for 280 days,High,111.15
13315,Customer 13315,Retention outreach,No purchase for 689 days,High,111.04
18132,Customer 18132,Retention outreach,No purchase for 504 days,High,110.95
18054,Customer 18054,Retention outreach,No purchase for 393 days,High,110.91
16436,Customer 16436,Retention outreach,No purchase for 668 days,High,110.8
18200,Customer 18200,Retention outreach,No purchase for 106 days,High,110.74
13834,Customer 13834,Retention outreach,No purchase for 577 days,High,110.73
13036,Customer 13036,Retention outreach,No purchase for 685 days,High,110.71
13498,Customer 13498,Retention outreach,No purchase for 730 days,High,110.59
13111,Customer 13111,Retention outreach,No purchase for 719 days,High,110.55
16599,Customer 16599,Retention outreach,No purchase for 386 days,High,110.55
17182,Customer 17182,Retention outreach,No purchase for 423 days,High,110.35
15928,Customer 15928,Retention outreach,No purchase for 656 days,High,110.33
16195,Customer 16195,Retention outreach,No purchase for 723 days,High,110.26
13508,Customer 13508,Retention outreach,No purchase for 244 days,High,110.24
16517,Customer 16517,Retention outreach,No purchase for 277 days,High,110.0
16524,Customer 16524,Retention outreach,No purchase for 446 days,High,109.96
18279,Customer 18279,Retention outreach,No purchase for 519 days,High,109.86
15733,Customer 15733,Retention outreach,No purchase for 283 days,High,109.73
17170,Customer 17170,Retention outreach,No purchase for 374 days,High,109.49
15515,Customer 15515,Retention outreach,No purchase for 387 days,High,109.35
18021,Customer 18021,Retention outreach,No purchase for 510 days,High,109.3
16113,Customer 16113,Retention outreach,No purchase for 183 days,High,109.11
13025,Customer 13025,Retention outreach,No purchase for 732 days,High,109.1
17257,Customer 17257,Retention outreach,No purchase for 436 days,High,108.91
13229,Customer 13229,Retention outreach,No purchase for 226 days,High,108.82
13129,Customer 13129,Retention outreach,No purchase for 452 days,High,108.68
14811,Customer 14811,Retention outreach,No purchase for 387 days,High,108.52
18146,Customer 18146,Retention outreach,No purchase for 141 days,High,108.41
17915,Customer 17915,Retention outreach,No purchase for 551 days,High,108.32
17009,Customer 17009,Retention outreach,No purchase for 551 days,High,108.29
13420,Customer 13420,Retention outreach,No purchase for 150 days,High,108.07
14402,Customer 14402,Retention outreach,No purchase for 652 days,High,108.01
15509,Customer 15509,Retention outreach,No purchase for 380 days,High,107.92
13608,Customer 13608,Retention outreach,No purchase for 541 days,High,107.82
15788,Customer 15788,Retention outreach,No purchase for 509 days,High,107.62
13133,Customer 13133,Retention outreach,No purchase for 274 days,High,107.61
18224,Customer 18224,Retention outreach,No purchase for 264 days,High,107.47
15196,Customer 15196,Retention outreach,No purchase for 433 days,High,107.42
17983,Customer 17983,Retention outreach,No purchase for 395 days,High,107.08
14945,Customer 14945,Retention outreach,No purchase for 414 days,High,107.01
13847,Customer 13847,Retention outreach,No purchase for 720 days,High,106.57
13087,Customer 13087,Retention outreach,No purchase for 726 days,High,106.54
14325,Customer 14325,Retention outreach,No purchase for 570 days,High,106.35
17128,Customer 17128,Retention outreach,No purchase for 335 days,High,106.21
17118,Customer 17118,Retention outreach,No purchase for 318 days,High,106.16
16439,Customer 16439,Retention outreach,No purchase for 722 days,High,106.12
15007,Customer 15007,Retention outreach,No purchase for 159 days,High,106.09
13547,Customer 13547,Retention outreach,No purchase for 408 days,High,105.98
14406,Customer 14406,Retention outreach,No purchase for 119 days,High,105.98
16502,Customer 16502,Retention outreach,No purchase for 620 days,High,105.98
18070,Customer 18070,Retention outreach,No purchase for 669 days,High,105.96
15438,Customer 15438,Retention outreach,No purchase for 131 days,High,105.86
15263,Customer 15263,Retention outreach,No purchase for 107 days,High,105.82
15188,Customer 15188,Retention outreach,No purchase for 725 days,High,105.59
15162,Customer 15162,Retention outreach,No purchase for 731 days,High,105.56
13746,Customer 13746,Retention outreach,No purchase for 414 days,High,105.39
17899,Customer 17899,Retention outreach,No purchase for 159 days,High,105.34
13905,Customer 13905,Retention outreach,No purchase for 733 days,High,105.33
13943,Customer 13943,Retention outreach,No purchase for 578 days,High,105.33
13289,Customer 13289,Retention outreach,No purchase for 724 days,High,105.04
14368,Customer 14368,Retention outreach,No purchase for 320 days,High,104.8
14046,Customer 14046,Retention outreach,No purchase for 284 days,High,104.79
17698,Customer 17698,Retention outreach,No purchase for 261 days,High,104.76
15226,Customer 15226,Retention outreach,No purchase for 311 days,High,104.4
17517,Customer 17517,Retention outreach,No purchase for 309 days,High,104.08
15302,Customer 15302,Retention outreach,No purchase for 730 days,High,104.05
17626,Customer 17626,Retention outreach,No purchase for 603 days,High,104.02
13967,Customer 13967,Retention outreach,No purchase for 146 days,High,103.44
16046,Customer 16046,Retention outreach,No purchase for 562 days,High,103.42
17840,Customer 17840,Retention outreach,No purchase for 444 days,High,103.29
15338,Customer 15338,Retention outreach,No purchase for 677 days,High,103.23
18138,Customer 18138,Retention outreach,No purchase for 295 days,High,103.21
14990,Customer 14990,Retention outreach,No purchase for 612 days,High,103.18
13511,Customer 13511,Retention outreach,No purchase for 677 days,High,103.14
14066,Customer 14066,Retention outreach,No purchase for 267 days,High,103.14
13128,Customer 13128,Retention outreach,No purchase for 631 days,High,102.96
14043,Customer 14043,Retention outreach,No purchase for 491 days,High,102.92
13616,Customer 13616,Retention outreach,No purchase for 568 days,High,102.81
16617,Customer 16617,Retention outreach,No purchase for 236 days,High,102.67
13195,Customer 13195,Retention outreach,No purchase for 414 days,High,102.57
14982,Customer 14982,Retention outreach,No purchase for 572 days,High,102.48
16662,Customer 16662,Retention outreach,No purchase for 394 days,High,102.4
16622,Customer 16622,Retention outreach,No purchase for 544 days,High,102.32
12799,Customer 12799,Retention outreach,No purchase for 529 days,High,102.2
18113,Customer 18113,Retention outreach,No purchase for 369 days,High,102.15
13903,Customer 13903,Retention outreach,No purchase for 400 days,High,101.89
15964,Customer 15964,Retention outreach,No purchase for 663 days,High,101.52
17234,Customer 17234,Retention outreach,No purchase for 183 days,High,101.34
16845,Customer 16845,Retention outreach,No purchase for 618 days,High,101.28
14166,Customer 14166,Retention outreach,No purchase for 505 days,High,101.16
17946,Customer 17946,Retention outreach,No purchase for 233 days,High,101.13
14069,Customer 14069,Retention outreach,No purchase for 515 days,High,101.09
13003,Customer 13003,Retention outreach,No purchase for 106 days,High,100.77
17112,Customer 17112,Retention outreach,No purchase for 503 days,High,100.73
15459,Customer 15459,Retention outreach,No purchase for 417 days,High,100.58
17927,Customer 17927,Retention outreach,No purchase for 722 days,High,100.56
15647,Customer 15647,Retention outreach,No purchase for 415 days,High,100.32
17627,Customer 17627,Retention outreach,No purchase for 479 days,High,100.25
17859,Customer 17859,Retention outreach,No purchase for 305 days,High,100.2
14521,Customer 14521,Retention outreach,No purchase for 491 days,High,100.11
16299,Customer 16299,Retention outreach,No purchase for 477 days,High,100.04
15552,Customer 15552,Retention outreach,No purchase for 217 days,High,99.93
16937,Customer 16937,Retention outreach,No purchase for 499 days,High,99.82
16687,Customer 16687,Retention outreach,No purchase for 391 days,High,99.55
15231,Customer 15231,Retention outreach,No purchase for 621 days,High,99.36
14017,Customer 14017,Retention outreach,No purchase for 571 days,High,99.19
17215,Customer 17215,Retention outreach,No purchase for 464 days,High,98.86
18267,Customer 18267,Retention outreach,No purchase for 673 days,High,98.84
17441,Customer 17441,Retention outreach,No purchase for 732 days,High,98.83
15943,Customer 15943,Retention outreach,No purchase for 650 days,High,98.81
12565,Customer 12565,Retention outreach,No purchase for 289 days,High,98.66
18197,Customer 18197,Retention outreach,No purchase for 576 days,High,98.65
17093,Customer 17093,Retention outreach,No purchase for 593 days,High,98.23
18076,Customer 18076,Retention outreach,No purchase for 380 days,High,98.19
16598,Customer 16598,Retention outreach,No purchase for 286 days,High,98.07
12392,Customer 12392,Retention outreach,No purchase for 591 days,High,97.92
17902,Customer 17902,Retention outreach,No purchase for 547 days,High,97.69
14694,Customer 14694,Retention outreach,No purchase for 617 days,High,97.62
16312,Customer 16312,Retention outreach,No purchase for 432 days,High,97.61
16508,Customer 16508,Retention outreach,No purchase for 630 days,High,97.37
13676,Customer 13676,Retention outreach,No purchase for 539 days,High,97.15
16819,Customer 16819,Retention outreach,No purchase for 465 days,High,96.76
15705,Customer 15705,Retention outreach,No purchase for 201 days,High,96.75
16408,Customer 16408,Retention outreach,No purchase for 591 days,High,96.75
13063,Customer 13063,Retention outreach,No purchase for 481 days,High,96.72
13582,Customer 13582,Retention outreach,No purchase for 390 days,High,96.57
15072,Customer 15072,Retention outreach,No purchase for 479 days,High,96.47
12487,Customer 12487,Retention outreach,No purchase for 731 days,High,96.38
14386,Customer 14386,Retention outreach,No purchase for 297 days,High,96.28
15451,Customer 15451,Retention outreach,No purchase for 434 days,High,95.98
16035,Customer 16035,Retention outreach,No purchase for 560 days,High,95.84
14041,Customer 14041,Retention outreach,No purchase for 266 days,High,95.61
13445,Customer 13445,Retention outreach,No purchase for 626 days,High,95.27
15560,Customer 15560,Retention outreach,No purchase for 398 days,High,95.25
16911,Customer 16911,Retention outreach,No purchase for 636 days,High,95.22
15388,Customer 15388,Retention outreach,No purchase for 270 days,High,95.02
15662,Customer 15662,Retention outreach,No purchase for 661 days,High,94.81
13766,Customer 13766,Retention outreach,No purchase for 495 days,High,94.77
17185,Customer 17185,Retention outreach,No purchase for 592 days,High,94.6
13679,Customer 13679,Retention outreach,No purchase for 494 days,High,94.37
13275,Customer 13275,Retention outreach,No purchase for 384 days,High,94.28
15273,Customer 15273,Retention outreach,No purchase for 600 days,High,94.23
17202,Customer 17202,Retention outreach,No purchase for 421 days,High,94.23
16483,Customer 16483,Retention outreach,No purchase for 192 days,High,94.21
15401,Customer 15401,Retention outreach,No purchase for 452 days,High,94.16
14772,Customer 14772,Retention outreach,No purchase for 112 days,High,94.15
15902,Customer 15902,Retention outreach,No purchase for 380 days,High,93.99
17993,Customer 17993,Retention outreach,No purchase for 617 days,High,93.98
13273,Customer 13273,Retention outreach,No purchase for 113 days,High,93.96
14972,Customer 14972,Retention outreach,No purchase for 128 days,High,93.78
12902,Customer 12902,Retention outreach,No purchase for 265 days,High,93.76
13056,Customer 13056,Retention outreach,No purchase for 551 days,High,93.71
14571,Customer 14571,Retention outreach,No purchase for 425 days,High,93.71
13716,Customer 13716,Retention outreach,No purchase for 269 days,High,93.49
15663,Customer 15663,Retention outreach,No purchase for 106 days,High,93.4
18107,Customer 18107,Retention outreach,No purchase for 442 days,High,93.16
18157,Customer 18157,Retention outreach,No purchase for 571 days,High,92.97
17751,Customer 17751,Retention outreach,No purchase for 421 days,High,92.38
12768,Customer 12768,Retention outreach,No purchase for 451 days,High,92.37
14274,Customer 14274,Retention outreach,No purchase for 686 days,High,92.24
18153,Customer 18153,Retention outreach,No purchase for 659 days,High,92.13
17972,Customer 17972,Retention outreach,No purchase for 242 days,High,91.98
12968,Customer 12968,Retention outreach,No purchase for 112 days,High,91.92
14889,Customer 14889,Retention outreach,No purchase for 336 days,High,91.88
16114,Customer 16114,Retention outreach,No purchase for 171 days,High,91.78
15293,Customer 15293,Retention outreach,No purchase for 666 days,High,91.77
14361,Customer 14361,Retention outreach,No purchase for 579 days,High,91.57
12661,Customer 12661,Retention outreach,No purchase for 436 days,High,91.54
16665,Customer 16665,Retention outreach,No purchase for 362 days,High,91.54
16055,Customer 16055,Retention outreach,No purchase for 221 days,High,91.14
14340,Customer 14340,Retention outreach,No purchase for 219 days,High,91.07
15503,Customer 15503,Retention outreach,No purchase for 363 days,High,90.74
14280,Customer 14280,Retention outreach,No purchase for 197 days,High,90.62
13551,Customer 13551,Retention outreach,No purchase for 319 days,High,90.41
14596,Customer 14596,Retention outreach,No purchase for 627 days,High,90.38
17881,Customer 17881,Retention outreach,No purchase for 304 days,High,90.16
16724,Customer 16724,Retention outreach,No purchase for 405 days,High,89.85
14438,Customer 14438,Retention outreach,No purchase for 306 days,High,89.18
12821,Customer 12821,Retention outreach,No purchase for 214 days,High,89.09
17074,Customer 17074,Retention outreach,No purchase for 563 days,High,89.06
17455,Customer 17455,Retention outreach,No purchase for 204 days,High,89.04
13578,Customer 13578,Retention outreach,No purchase for 409 days,High,88.94
13701,Customer 13701,Retention outreach,No purchase for 447 days,High,88.94
17910,Customer 17910,Retention outreach,No purchase for 726 days,High,88.89
14795,Customer 14795,Retention outreach,No purchase for 166 days,High,88.87
17826,Customer 17826,Retention outreach,No purchase for 374 days,High,88.63
12663,Customer 12663,Retention outreach,No purchase for 625 days,High,88.37
15697,Customer 15697,Retention outreach,No purchase for 690 days,High,88.31
14858,Customer 14858,Retention outreach,No purchase for 506 days,High,88.21
15166,Customer 15166,Retention outreach,No purchase for 468 days,High,88.2
14928,Customer 14928,Retention outreach,No purchase for 628 days,High,88.05
17390,Customer 17390,Retention outreach,No purchase for 421 days,High,87.57
18131,Customer 18131,Retention outreach,No purchase for 632 days,High,87.12
16828,Customer 16828,Retention outreach,No purchase for 93 days,High,86.88
14074,Customer 14074,Retention outreach,No purchase for 623 days,High,86.83
17217,Customer 17217,Retention outreach,No purchase for 234 days,High,86.83
18020,Customer 18020,Retention outreach,No purchase for 544 days,High,86.47
16371,Customer 16371,Retention outreach,No purchase for 449 days,High,86.46
13825,Customer 13825,Retention outreach,No purchase for 622 days,High,86.34
17136,Customer 17136,Retention outreach,No purchase for 662 days,High,86.29
16908,Customer 16908,Retention outreach,No purchase for 722 days,High,86.27
15086,Customer 15086,Retention outreach,No purchase for 565 days,High,86.21
14483,Customer 14483,Retention outreach,No purchase for 282 days,High,86.15
18281,Customer 18281,Retention outreach,No purchase for 181 days,High,85.94
15578,Customer 15578,Retention outreach,No purchase for 162 days,High,85.93
12746,Customer 12746,Retention outreach,No purchase for 541 days,High,85.87
13009,Customer 13009,Retention outreach,No purchase for 673 days,High,85.86
13714,Customer 13714,Retention outreach,No purchase for 465 days,High,85.5
12387,Customer 12387,Retention outreach,No purchase for 415 days,High,85.45
12814,Customer 12814,Retention outreach,No purchase for 102 days,High,85.13
16695,Customer 16695,Retention outreach,No purchase for 562 days,High,84.87
13619,Customer 13619,Retention outreach,No purchase for 545 days,High,84.76
14318,Customer 14318,Retention outreach,No purchase for 460 days,High,84.65
17938,Customer 17938,Retention outreach,No purchase for 420 days,High,84.64
13257,Customer 13257,Retention outreach,No purchase for 436 days,High,84.62
13454,Customer 13454,Retention outreach,No purchase for 641 days,High,84.57
15112,Customer 15112,Retention outreach,No purchase for 611 days,High,84.49
18002,Customer 18002,Retention outreach,No purchase for 376 days,High,84.31
16849,Customer 16849,Retention outreach,No purchase for 187 days,High,84.22
14674,Customer 14674,Retention outreach,No purchase for 509 days,High,84.09
15487,Customer 15487,Retention outreach,No purchase for 680 days,High,84.0
15884,Customer 15884,Retention outreach,No purchase for 432 days,High,83.67
15741,Customer 15741,Retention outreach,No purchase for 458 days,High,83.23
16876,Customer 16876,Retention outreach,No purchase for 404 days,High,83.14
14165,Customer 14165,Retention outreach,No purchase for 276 days,High,82.85
14076,Customer 14076,Retention outreach,No purchase for 129 days,High,82.8
17484,Customer 17484,Retention outreach,No purchase for 576 days,High,82.8
16073,Customer 16073,Retention outreach,No purchase for 297 days,High,82.75
15558,Customer 15558,Retention outreach,No purchase for 639 days,High,82.62
14654,Customer 14654,Retention outreach,No purchase for 738 days,High,82.49
13724,Customer 13724,Retention outreach,No purchase for 637 days,High,82.45
13244,Customer 13244,Retention outreach,No purchase for 93 days,High,82.31
17273,Customer 17273,Retention outreach,No purchase for 424 days,High,82.0
17089,Customer 17089,Retention outreach,No purchase for 386 days,High,81.96
15049,Customer 15049,Retention outreach,No purchase for 274 days,High,81.92
15295,Customer 15295,Retention outreach,No purchase for 654 days,High,81.9
17446,Customer 17446,Retention outreach,No purchase for 177 days,High,81.74
16090,Customer 16090,Retention outreach,No purchase for 624 days,High,81.36
18028,Customer 18028,Retention outreach,No purchase for 583 days,High,81.21
14259,Customer 14259,Retention outreach,No purchase for 142 days,High,81.13
14453,Customer 14453,Retention outreach,No purchase for 190 days,High,81.08
16973,Customer 16973,Retention outreach,No purchase for 386 days,High,81.04
16280,Customer 16280,Retention outreach,No purchase for 725 days,High,80.97
17559,Customer 17559,Retention outreach,No purchase for 513 days,High,80.69
16865,Customer 16865,Retention outreach,No purchase for 402 days,High,80.44
15843,Customer 15843,Retention outreach,No purchase for 304 days,High,80.42
18234,Customer 18234,Retention outreach,No purchase for 552 days,High,80.35
14155,Customer 14155,Retention outreach,No purchase for 266 days,High,80.29
14822,Customer 14822,Retention outreach,No purchase for 485 days,High,80.13
15591,Customer 15591,Retention outreach,No purchase for 583 days,High,79.84
15954,Customer 15954,Retention outreach,No purchase for 589 days,High,79.84
15761,Customer 15761,Retention outreach,No purchase for 443 days,High,79.74
12929,Customer 12929,Retention outreach,No purchase for 312 days,High,79.68
17654,Customer 17654,Retention outreach,No purchase for 277 days,High,79.48
14330,Customer 14330,Retention outreach,No purchase for 624 days,High,79.4
13114,Customer 13114,Retention outreach,No purchase for 731 days,High,79.18
16691,Customer 16691,Retention outreach,No purchase for 418 days,High,78.58
17117,Customer 17117,Retention outreach,No purchase for 288 days,High,78.56
16487,Customer 16487,Retention outreach,No purchase for 577 days,High,78.35
14516,Customer 14516,Retention outreach,No purchase for 516 days,High,78.3
14143,Customer 14143,Retention outreach,No purchase for 134 days,High,78.29
14486,Customer 14486,Retention outreach,No purchase for 512 days,High,78.23
